Index,Item Timestamps,Timestamps_close,Close,Timestamps_average,Average,Timestamps,Volume
47,2020/05/24,2020/05/24,1422,2020/05/24,1554,2020/05/24,6254660.0
48,2020/05/25,2020/05/25,1383,2020/05/25,1546,2020/05/25,3375803.0
49,2020/05/26,2020/05/26,1364,2020/05/26,1537,2020/05/26,7075371.0
50,2020/05/27,2020/05/27,1348,2020/05/27,1529,2020/05/27,5694775.0
51,2020/05/28,2020/05/28,1353,2020/05/28,1521,2020/05/28,5986955.0
52,2020/05/29,2020/05/29,1348,2020/05/29,1512,2020/05/29,9110258.0
53,2020/05/30,2020/05/30,1386,2020/05/30,1503,2020/05/30,5990274.0
54,2020/05/31,2020/05/31,1413,2020/05/31,1495,2020/05/31,7992397.0
55,2020/06/01,2020/06/01,1386,2020/06/01,1485,2020/06/01,6135033.0
56,2020/06/02,2020/06/02,1359,2020/06/02,1475,2020/06/02,10208838.0
57,2020/06/03,2020/06/03,1363,2020/06/03,1465,2020/06/03,3144817.0
58,2020/06/04,2020/06/04,1374,2020/06/04,1455,2020/06/04,4258134.0
59,2020/06/05,2020/06/05,1361,2020/06/05,1446,2020/06/05,11314878.0
60,2020/06/06,2020/06/06,1359,2020/06/06,1437,2020/06/06,9189795.0
61,2020/06/07,2020/06/07,1349,2020/06/07,1428,2020/06/07,6443891.0
62,2020/06/08,2020/06/08,1338,2020/06/08,1418,2020/06/08,5327400.0
63,2020/06/09,2020/06/09,1339,2020/06/09,1410,2020/06/09,7698499.0
64,2020/06/10,2020/06/10,1327,2020/06/10,1403,2020/06/10,10440555.0
65,2020/06/11,2020/06/11,1323,2020/06/11,1398,2020/06/11,2018093.0
66,2020/06/12,2020/06/12,1310,2020/06/12,1394,2020/06/12,4632129.0
67,2020/06/13,2020/06/13,1309,2020/06/13,1391,2020/06/13,5818599.0
68,2020/06/14,2020/06/14,1313,2020/06/14,1386,2020/06/14,2207301.0
69,2020/06/15,2020/06/15,1304,2020/06/15,1379,2020/06/15,5820240.0
70,2020/06/16,2020/06/16,1321,2020/06/16,1373,2020/06/16,5974857.0
71,2020/06/17,2020/06/17,1317,2020/06/17,1367,2020/06/17,2642993.0
72,2020/06/18,2020/06/18,1341,2020/06/18,1363,2020/06/18,4121911.0
73,2020/06/19,2020/06/19,1350,2020/06/19,1360,2020/06/19,9924610.0
74,2020/06/20,2020/06/20,1350,2020/06/20,1356,2020/06/20,4780411.0
75,2020/06/21,2020/06/21,1335,2020/06/21,1353,2020/06/21,330611.0
76,2020/06/22,2020/06/22,1322,2020/06/22,1348,2020/06/22,8346537.0
77,2020/06/23,2020/06/23,1307,2020/06/23,1345,2020/06/23,5817630.0
78,2020/06/24,2020/06/24,1309,2020/06/24,1342,2020/06/24,0.0
79,2020/06/25,2020/06/25,1315,2020/06/25,1340,2020/06/25,7421259.0
80,2020/06/26,2020/06/26,1297,2020/06/26,1339,2020/06/26,7527475.0
81,2020/06/27,2020/06/27,1274,2020/06/27,1336,2020/06/27,6500151.0
82,2020/06/28,2020/06/28,1247,2020/06/28,1333,2020/06/28,6953758.0
83,2020/06/29,2020/06/29,1223,2020/06/29,1327,2020/06/29,6004498.0
84,2020/06/30,2020/06/30,1186,2020/06/30,1320,2020/06/30,10003198.0
85,2020/07/01,2020/07/01,1197,2020/07/01,1313,2020/07/01,4481797.0
86,2020/07/02,2020/07/02,1206,2020/07/02,1308,2020/07/02,6223593.0
87,2020/07/03,2020/07/03,1209,2020/07/03,1303,2020/07/03,8582059.0
88,2020/07/04,2020/07/04,1218,2020/07/04,1298,2020/07/04,8156130.0
89,2020/07/05,2020/07/05,1199,2020/07/05,1293,2020/07/05,4022576.0
90,2020/07/06,2020/07/06,1205,2020/07/06,1288,2020/07/06,8453161.0
91,2020/07/07,2020/07/07,1220,2020/07/07,1283,2020/07/07,5087529.0
92,2020/07/08,2020/07/08,1242,2020/07/08,1280,2020/07/08,313569.0
93,2020/07/09,2020/07/09,1251,2020/07/09,1277,2020/07/09,6068969.0
94,2020/07/10,2020/07/10,1250,2020/07/10,1275,2020/07/10,8961700.0
95,2020/07/11,2020/07/11,1227,2020/07/11,1271,2020/07/11,8081981.0
96,2020/07/12,2020/07/12,1201,2020/07/12,1268,2020/07/12,3537224.0
97,2020/07/13,2020/07/13,1193,2020/07/13,1264,2020/07/13,6937896.0
98,2020/07/14,2020/07/14,1170,2020/07/14,1259,2020/07/14,6038131.0
99,2020/07/15,2020/07/15,1216,2020/07/15,1256,2020/07/15,1910717.0
100,2020/07/16,2020/07/16,1234,2020/07/16,1253,2020/07/16,6301402.0
101,2020/07/17,2020/07/17,1230,2020/07/17,1250,2020/07/17,6003096.0
102,2020/07/18,2020/07/18,1226,2020/07/18,1246,2020/07/18,5196191.0
103,2020/07/19,2020/07/19,1201,2020/07/19,1242,2020/07/19,1026133.0
104,2020/07/20,2020/07/20,1176,2020/07/20,1236,2020/07/20,6372704.0
105,2020/07/21,2020/07/21,1182,2020/07/21,1231,2020/07/21,5016063.0
106,2020/07/22,2020/07/22,1182,2020/07/22,1226,2020/07/22,192164.0
107,2020/07/23,2020/07/23,1184,2020/07/23,1222,2020/07/23,5676828.0
108,2020/07/24,2020/07/24,1194,2020/07/24,1218,2020/07/24,5407322.0
109,2020/07/25,2020/07/25,1204,2020/07/25,1214,2020/07/25,8076352.0
110,2020/07/26,2020/07/26,1198,2020/07/26,1211,2020/07/26,2312734.0
111,2020/07/27,2020/07/27,1189,2020/07/27,1208,2020/07/27,4838966.0
112,2020/07/28,2020/07/28,1193,2020/07/28,1206,2020/07/28,6953114.0
113,2020/07/29,2020/07/29,1217,2020/07/29,1206,2020/07/29,5714545.0
114,2020/07/30,2020/07/30,1242,2020/07/30,1208,2020/07/30,7120481.0
115,2020/07/31,2020/07/31,1233,2020/07/31,1209,2020/07/31,2795551.0
116,2020/08/01,2020/08/01,1231,2020/08/01,1210,2020/08/01,7376745.0
117,2020/08/02,2020/08/02,1219,2020/08/02,1210,2020/08/02,2080556.0
118,2020/08/03,2020/08/03,1250,2020/08/03,1211,2020/08/03,6273041.0
119,2020/08/04,2020/08/04,1261,2020/08/04,1214,2020/08/04,4324387.0
120,2020/08/05,2020/08/05,1282,2020/08/05,1216,2020/08/05,1435690.0
121,2020/08/06,2020/08/06,1288,2020/08/06,1218,2020/08/06,3147454.0
122,2020/08/07,2020/08/07,1297,2020/08/07,1220,2020/08/07,5685462.0
123,2020/08/08,2020/08/08,1309,2020/08/08,1222,2020/08/08,6425638.0
124,2020/08/09,2020/08/09,1355,2020/08/09,1226,2020/08/09,3146936.0
125,2020/08/10,2020/08/10,1351,2020/08/10,1230,2020/08/10,7694175.0
126,2020/08/11,2020/08/11,1334,2020/08/11,1234,2020/08/11,2599968.0
127,2020/08/12,2020/08/12,1321,2020/08/12,1238,2020/08/12,6412325.0
128,2020/08/13,2020/08/13,1284,2020/08/13,1242,2020/08/13,4027179.0
129,2020/08/14,2020/08/14,1254,2020/08/14,1244,2020/08/14,7138938.0
130,2020/08/15,2020/08/15,1258,2020/08/15,1244,2020/08/15,2417470.0
131,2020/08/16,2020/08/16,1259,2020/08/16,1245,2020/08/16,5899007.0
132,2020/08/17,2020/08/17,1255,2020/08/17,1246,2020/08/17,675035.0
133,2020/08/18,2020/08/18,1269,2020/08/18,1249,2020/08/18,4172596.0
134,2020/08/19,2020/08/19,1300,2020/08/19,1253,2020/08/19,4483141.0
135,2020/08/20,2020/08/20,1316,2020/08/20,1257,2020/08/20,5696226.0
136,2020/08/21,2020/08/21,1330,2020/08/21,1262,2020/08/21,5742112.0
137,2020/08/22,2020/08/22,1321,2020/08/22,1267,2020/08/22,5082946.0
138,2020/08/23,2020/08/23,1287,2020/08/23,1270,2020/08/23,5619655.0
139,2020/08/24,2020/08/24,1224,2020/08/24,1270,2020/08/24,5262017.0
140,2020/08/25,2020/08/25,1222,2020/08/25,1271,2020/08/25,5555328.0
141,2020/08/26,2020/08/26,1231,2020/08/26,1273,2020/08/26,5277355.0
142,2020/08/27,2020/08/27,1234,2020/08/27,1274,2020/08/27,6079428.0
143,2020/08/28,2020/08/28,1253,2020/08/28,1275,2020/08/28,3605592.0
144,2020/08/29,2020/08/29,1250,2020/08/29,1275,2020/08/29,7965430.0
145,2020/08/30,2020/08/30,1225,2020/08/30,1275,2020/08/30,3499903.0
146,2020/08/31,2020/08/31,1216,2020/08/31,1275,2020/08/31,5375851.0
147,2020/09/01,2020/09/01,1196,2020/09/01,1274,2020/09/01,3981528.0
148,2020/09/02,2020/09/02,1177,2020/09/02,1271,2020/09/02,3795289.0
149,2020/09/03,2020/09/03,1199,2020/09/03,1269,2020/09/03,6449531.0
150,2020/09/04,2020/09/04,1191,2020/09/04,1266,2020/09/04,5172321.0
151,2020/09/05,2020/09/05,1202,2020/09/05,1264,2020/09/05,4276940.0
152,2020/09/06,2020/09/06,1197,2020/09/06,1260,2020/09/06,4310973.0
153,2020/09/07,2020/09/07,1218,2020/09/07,1257,2020/09/07,5848962.0
154,2020/09/08,2020/09/08,1227,2020/09/08,1253,2020/09/08,4196214.0
155,2020/09/09,2020/09/09,1247,2020/09/09,1249,2020/09/09,3286110.0
156,2020/09/10,2020/09/10,1254,2020/09/10,1247,2020/09/10,5080008.0
157,2020/09/11,2020/09/11,1253,2020/09/11,1244,2020/09/11,5303851.0
158,2020/09/12,2020/09/12,1268,2020/09/12,1244,2020/09/12,5147172.0
159,2020/09/13,2020/09/13,1268,2020/09/13,1244,2020/09/13,4220743.0
160,2020/09/14,2020/09/14,1279,2020/09/14,1245,2020/09/14,4049994.0
161,2020/09/15,2020/09/15,1269,2020/09/15,1245,2020/09/15,895785.0
162,2020/09/16,2020/09/16,1278,2020/09/16,1246,2020/09/16,2435719.0
163,2020/09/17,2020/09/17,1276,2020/09/17,1246,2020/09/17,5980550.0
164,2020/09/18,2020/09/18,1273,2020/09/18,1246,2020/09/18,3477023.0
165,2020/09/19,2020/09/19,1272,2020/09/19,1244,2020/09/19,5994876.0
166,2020/09/20,2020/09/20,1271,2020/09/20,1242,2020/09/20,911034.0
167,2020/09/21,2020/09/21,1247,2020/09/21,1240,2020/09/21,1212166.0
168,2020/09/22,2020/09/22,1220,2020/09/22,1237,2020/09/22,3545218.0
169,2020/09/23,2020/09/23,1199,2020/09/23,1237,2020/09/23,7016298.0
170,2020/09/24,2020/09/24,1172,2020/09/24,1235,2020/09/24,7244030.0
171,2020/09/25,2020/09/25,1136,2020/09/25,1232,2020/09/25,3772749.0
172,2020/09/26,2020/09/26,1127,2020/09/26,1228,2020/09/26,9041886.0
173,2020/09/27,2020/09/27,1100,2020/09/27,1223,2020/09/27,803841.0
174,2020/09/28,2020/09/28,1084,2020/09/28,1218,2020/09/28,4438928.0
175,2020/09/29,2020/09/29,1081,2020/09/29,1213,2020/09/29,6134500.0
176,2020/09/30,2020/09/30,1079,2020/09/30,1208,2020/09/30,5065126.0
177,2020/10/01,2020/10/01,1089,2020/10/01,1205,2020/10/01,6342555.0
178,2020/10/02,2020/10/02,1080,2020/10/02,1201,2020/10/02,6762427.0
179,2020/10/03,2020/10/03,1061,2020/10/03,1197,2020/10/03,9320145.0
